particle_id,time_s,x_m,y_m,path_m
1001,8.19000000000000000e+04,9.32832754427514737e+04,5.69767171318574401e+04,1.36229928140308803e+04
1002,8.19000000000000000e+04,2.13725905864546890e+05,1.48283670034006500e+05,1.38329536689431807e+04
1003,8.19000000000000000e+04,3.34168536286342307e+05,2.39590622936155385e+05,1.41748903423801785e+04
1001,8.28000000000000000e+04,9.34388696022744698e+04,5.69409845172986388e+04,1.37826373010038897e+04
1002,8.28000000000000000e+04,2.13886353216511954e+05,1.48262346528704977e+05,1.39948117692376836e+04
1003,8.28000000000000000e+04,3.34333836830749467e+05,2.39583708540111140e+05,1.43403354355499687e+04
1001,8.37000000000000000e+04,9.35946735100154619e+04,5.69051978479762984e+04,1.39424983136634819e+04
1002,8.37000000000000000e+04,2.14047010078412364e+05,1.48240969990803598e+05,1.41568845419304980e+04
1003,8.37000000000000000e+04,3.34499346646809310e+05,2.39576742133630702e+05,1.45059917968266000e+04
1001,8.46000000000000000e+04,9.37506871830409509e+04,5.68693571402156522e+04,1.41025758651930082e+04
1002,8.46000000000000000e+04,2.14207876467256370e+05,1.48219540436648589e+05,1.43191720055590649e+04
1003,8.46000000000000000e+04,3.34665065751471848e+05,2.39569723733081308e+05,1.46718594536992550e+04
1001,8.55000000000000000e+04,9.39069106384179613e+04,5.68334624103441165e+04,1.42628699687729077e+04
1002,8.55000000000000000e+04,2.14368952400052774e+05,1.48198057882588328e+05,1.44816741786374077e+04
1003,8.55000000000000000e+04,3.34830994161687617e+05,2.39562653354832320e+05,1.48379384336013372e+04
1001,8.64000000000000000e+04,9.40633438932140707e+04,5.67975136746912758e+04,1.44233806375807544e+04
1002,8.64000000000000000e+04,2.14530237893810903e+05,1.48176522344973404e+05,1.46443910796562232e+04
1003,8.64000000000000000e+04,3.34997131894407736e+05,2.39555531015255314e+05,1.50042287639108054e+04
